id,title,duration,tracklist,url,account_id,platform_id
201,James Blake | Full Set | Pitchfork Music Festival Paris 2014 | PitchforkTV,3882,"James Blake performs Pitchfork Music Festival Paris.

------
SUBSCRIBE to Pitchfork.tv: http://bit.ly/yK2Fbp
------
Follow Pitchfork.tv on Twitter: http://bit.ly/KJ2PhP
------

For more videos from Pitchfork TV: http://bit.ly/M1lvs8
Like Pitchfork on Facebook: http://www.facebook.com/pitchforkmedia
Check out Pitchfork on Tumblr: http://pitchfork.tumblr.com/",o2BVk5tWciI,201,1
